0,1,2
i need a flight from philadelphia to denver," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
okay i 'd like a flight on us air from indianapolis to san diego in the afternoon what 's available," ""O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day O O O"""," ""flight"""
what is the fare going from baltimore to boston one way on november seventh," ""O O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip O B-depart_date.month_name B-depart_date.day_number"""," ""airfare"""
what are the flights from denver to san francisco on tuesday october fifteenth," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number"""," ""flight"""
what ground transportation is there from the airport in atlanta to downtown," ""O O O O O O O O O B-fromloc.city_name O O"""," ""ground_service"""
what is the last flight from dallas to boston," ""O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
flights from baltimore denver and pittsburgh to philadelphia where the round trip fare for each is less than 1000 dollars," ""O O B-fromloc.city_name B-fromloc.city_name O B-fromloc.city_name O B-toloc.city_name O O B-round_trip I-round_trip O O O O B-cost_relative O B-fare_amount I-fare_amount"""," ""flight"""
is there one stop with the us air boston leaving at 705 to atlanta," ""O O B-flight_stop I-flight_stop O O B-airline_name I-airline_name B-toloc.city_name O O B-arrive_time.time O B-toloc.city_name"""," ""flight"""
i 'm interested in flights from denver to pittsburgh," ""O O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what is the cheapest flight from long beach to memphis," ""O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what ground transportation is available at the baltimore airport," ""O O O O O O O B-airport_name I-airport_name"""," ""ground_service"""
i need a flight from philadelphia to denver on sunday," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
i would like a flight as early as possible in the day leaving from boston and to denver," ""O O O O O O B-flight_mod O O O O O O O B-fromloc.city_name O O B-toloc.city_name"""," ""flight"""
show me the flights from baltimore to seattle," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
list the takeoffs and landings at general mitchell international," ""O O O O O O B-airport_name I-airport_name I-airport_name"""," ""flight"""
airports in new york," ""O O B-city_name I-city_name"""," ""airport"""
what is the cheapest fare for flights from boston to dallas," ""O O O B-cost_relative O O O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
flights between boston and philadelphia that arrive after 2 o'clock and before 5 o'clock on tuesday," ""O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name"""," ""flight"""
show me the flights from st. petersburg to toronto that arrive early in the morning," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-arrive_time.period_mod O O B-arrive_time.period_of_day"""," ""flight"""
please list the flights from baltimore to san francisco on fridays," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name"""," ""flight"""
flight from nashville back to milwaukee," ""O O B-fromloc.city_name O O B-toloc.city_name"""," ""flight"""
i 'd like a ticket on a plane from denver to atlanta i would like a coach class or lowest fare ticket," ""O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-class_type I-class_type O B-cost_relative O O"""," ""airfare"""
please list am flights leaving san francisco boston," ""O O B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name B-fromloc.city_name"""," ""flight"""
boston ground transportation," ""B-city_name O O"""," ""ground_service"""
all right what do you have from oakland to philadelphia on wednesday," ""O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
what flights go from chicago to seattle on continental airlines on saturday," ""O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O B-depart_date.day_name"""," ""flight"""
how much does it cost to fly on delta from dallas to baltimore," ""O O O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
show me flights from baltimore to philadelphia," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i 'd like a round trip ticket from los angeles to tacoma washington," ""O O O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name"""," ""airfare"""
show me flights which leave from boston on july twenty second arriving in pittsburgh," ""O O O O O O B-fromloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-toloc.city_name"""," ""flight"""
i would like a flight from philadelphia to dallas on american airlines," ""O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name"""," ""flight"""
i want to fly united airlines from boston to denver," ""O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
are there any airlines that have flights from boston to philadelphia that leave before 630 am," ""O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""airline"""
show me flights from pittsburgh to san francisco on monday," ""O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name"""," ""flight"""
is there ground transportation between airport and downtown in boston," ""O O O O O O O O O B-toloc.city_name"""," ""ground_service"""
i 'm interested in flying from atlanta to boston i 'd like to fly during breakfast," ""O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-meal_description"""," ""flight"""
ground transportation washington," ""O O B-city_name"""," ""ground_service"""
i need to catch an evening flight from boston to philadelphia on august first," ""O O O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number"""," ""flight"""
is the american flight 813 from boston to oakland a flight that goes straight through from boston to oakland without stopping at another city," ""O O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name O O O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_stop I-flight_stop O O O"""," ""flight"""
please list the flights from chicago to kansas city," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
does any airline offer dc10 service between denver and boston," ""O O O O B-aircraft_code O O B-fromloc.city_name O B-toloc.city_name"""," ""airline"""
what is the seating capacity of a boeing 767," ""O O O O O O O O B-aircraft_code"""," ""capacity"""
i want to travel from kansas city to st. paul and be there by dinnertime," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-depart_time.time_relative B-depart_time.period_of_day"""," ""flight"""
list all flights arriving in pittsburgh monday evening from san francisco that first class," ""O O O O O B-toloc.city_name B-arrive_date.day_name B-arrive_time.period_of_day O B-fromloc.city_name I-fromloc.city_name O B-class_type I-class_type"""," ""flight"""
what flights from houston to milwaukee on friday on american airlines," ""O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-airline_name I-airline_name"""," ""flight"""
i would like to book a flight going from tampa to seattle on may twenty sixth i would like to stop in milwaukee on the way," ""O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O O O O O B-stoploc.city_name O O O"""," ""flight"""
please list nonstop twa flights from las vegas to new york," ""O O B-flight_stop B-airline_code O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
what is airline ff," ""O O O B-airline_code"""," ""airline"""
show me the flights going from pittsburgh to san francisco on monday," ""O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name"""," ""flight"""
show me all flights arriving to denver from oakland," ""O O O O O O B-toloc.city_name O B-fromloc.city_name"""," ""flight"""
show me all the one way fares from tacoma to montreal," ""O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
please list the cost of all flights from philadelphia to denver airport next sunday," ""O O O O O O O O B-fromloc.city_name O B-toloc.airport_name I-toloc.airport_name B-depart_date.date_relative B-depart_date.day_name"""," ""airfare"""
i 'd like to travel from boston to baltimore on us air 269 please tell me the times," ""O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name B-flight_number O O O O B-flight_time"""," ""flight"""
hi i want a round trip ticket to dallas," ""O O O O B-round_trip I-round_trip O O B-toloc.city_name"""," ""airfare"""
i 'm planning a trip to pittsburgh and i live in denver can you help me," ""O O O O O O B-toloc.city_name O O O O B-fromloc.city_name O O O O"""," ""flight"""
which airlines have daily flights from boston to dallas," ""O O O B-flight_days O O B-fromloc.city_name O B-toloc.city_name"""," ""airline"""
show me the flights from san francisco to newark that leave after 11 pm," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
list flights leaving dallas on saturday and arriving in san francisco before 4 pm," ""O O O B-fromloc.city_name O B-depart_date.day_name O O O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time"""," ""flight"""
what is ff," ""O O B-airline_code"""," ""abbreviation"""
show me the flights from atlanta to philadelphia," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me the flights from indianapolis to montreal," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what flights are there on sunday from seattle to chicago," ""O O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
display all flights from st. petersburg and charlotte flights should leave after noon arrive after 5 pm nonstop flight," ""O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_time.time_relative B-depart_time.time O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-flight_stop O"""," ""flight"""
what northwest flights stop in denver," ""O B-airline_name O O O B-stoploc.city_name"""," ""flight"""
please give me a flight from pittsburgh to san francisco monday," ""O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name"""," ""flight"""
show me flights from pittsburgh to philadelphia," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what ground transportation is available from pittsburgh to downtown," ""O O O O O O B-fromloc.city_name O O"""," ""ground_service"""
what is fare class h," ""O O O O B-fare_basis_code"""," ""abbreviation"""
show me flights with first class reservations from san francisco to pittsburgh for monday," ""O O O O B-class_type I-class_type O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
what type of aircraft leaves from boston to washington dc before 9 am," ""O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""aircraft"""
